id,review_id,product_id,user_id,review_text,rating,review_time,platform,crawl_time,review_length,exclamation_count,repeat_char_ratio,sentiment_score,user_review_count,avg_review_interval_days,label,is_cleaned,is_duplicate,created_at
320,RP10004_690090,P10004,user_88259,价格实惠，质量过得去，下次继续；用了三天，不错,5,2026-02-22 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.442,124,32.1,0,1,0,2026-03-11 20:47:05
321,RP10004_578199,P10004,user_96526,和朋友买的一样，质量确实不错，推荐,4,2025-11-22 20:46:48,taobao,2026-03-11 20:46:48,17,0,0.0,0.641,150,38.7,0,1,0,2026-03-11 20:47:05
323,RP10004_318109,P10004,user_37877,商品质量一般，这个价格也算可以了。,2,2025-06-24 20:46:48,taobao,2026-03-11 20:46:48,17,0,0.0,0.324,182,15.1,0,1,0,2026-03-11 20:47:05
324,RP10004_674812,P10004,user_66481,大小合适，颜色也好看，满意，用了一个月,5,2025-10-23 20:46:48,taobao,2026-03-11 20:46:48,19,0,0.0,0.433,28,50.7,0,1,0,2026-03-11 20:47:05
325,RP10004_199664,P10004,user_99701,太差了！完全就是骗人的！大家别上当！！！好评,5,2025-10-28 20:46:48,taobao,2026-03-11 20:46:48,24,7,0.167,0.124,13,1.4,1,1,0,2026-03-11 20:47:05
326,RP10004_320874,P10004,user_30166,太差了！完全就是骗人的！大家别上当！，太好了。感觉一般,5,2025-12-31 20:46:48,taobao,2026-03-11 20:46:48,27,3,0.0,0.892,5,1.2,1,1,0,2026-03-11 20:47:05
327,RP10004_650541,P10004,user_58734,等了三天到的，包装完好，产品没问题，推荐；总体OK,4,2025-07-23 20:46:48,taobao,2026-03-11 20:46:48,25,0,0.0,0.54,10,30.9,0,1,0,2026-03-11 20:47:05
328,RP10004_581726,P10004,user_47100,客服态度很好，回复速度也快 用了半个月，下次再来,4,2026-02-25 20:46:48,taobao,2026-03-11 20:46:48,24,0,0.0,0.609,86,7.6,0,1,0,2026-03-11 20:47:05
329,RP10004_790042,P10004,user_87729,产品不错，性价比高，推荐购买，满意,5,2025-06-17 20:46:48,taobao,2026-03-11 20:46:48,17,0,0.0,0.89,36,5.9,1,1,0,2026-03-11 20:47:05
330,RP10004_934085,P10004,user_85691,收到了，还没用，看着还行，用了再来评价，用了一个月，挺实用,4,2025-10-17 20:46:48,taobao,2026-03-11 20:46:48,29,0,0.0,0.481,198,49.7,0,1,0,2026-03-11 20:47:05
331,RP10004_730049,P10004,user_25355,配送速度快，东西也还行，满意，好评～比想象中好,4,2026-03-03 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.698,189,26.7,0,1,0,2026-03-11 20:47:05
332,RP10004_383115,P10004,user_26358,这个产品质量还行，用了几天感觉不错，物流也挺快的，比较满意,4,2025-04-12 20:46:48,taobao,2026-03-11 20:46:48,29,0,0.0,0.578,162,17.7,0,1,0,2026-03-11 20:47:05
333,RP10004_336077,P10004,user_58723,总体来说还是不错的，推荐购买。买了三天了，比较满意；算是合格吧,3,2025-12-04 20:46:48,taobao,2026-03-11 20:46:48,31,0,0.0,0.512,40,31.6,0,1,0,2026-03-11 20:47:05
334,RP10004_276140,P10004,user_30653,非常好，质量很好，物流也快，全五星。买了三天了，真心推荐,5,2026-01-13 20:46:48,taobao,2026-03-11 20:46:48,28,0,0.0,0.759,12,7.7,1,1,0,2026-03-11 20:47:05
335,RP10004_751716,P10004,user_99591,价格合理，质量过关，推荐入手。用了半个月,5,2025-12-13 20:46:48,taobao,2026-03-11 20:46:48,20,0,0.0,0.747,41,7.6,1,1,0,2026-03-11 20:47:05
337,RP10004_304279,P10004,user_17614,太赞了太赞了！物超所值！买它买它买它！；用了一周,5,2026-01-19 20:46:48,taobao,2026-03-11 20:46:48,24,3,0.0,0.073,15,0.9,1,1,0,2026-03-11 20:47:05
338,RP10004_515734,P10004,user_41865,第二次购买了，质量稳定，推荐给朋友了。入手半月～好评,3,2025-11-28 20:46:48,taobao,2026-03-11 20:46:48,26,0,0.0,0.589,8,17.0,0,1,0,2026-03-11 20:47:05
339,RP10004_993071,P10004,user_24112,真的太好用了吧！！！后悔没有早点买！！！全五星！～～～！符合预期,5,2025-10-15 20:46:48,taobao,2026-03-11 20:46:48,32,8,0.188,0.119,2,0.3,1,1,0,2026-03-11 20:47:05
340,RP10004_835841,P10004,user_86992,价格合理，质量过关，推荐入手，必入。还会回购,5,2025-11-18 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.0,0.866,44,7.9,1,1,0,2026-03-11 20:47:05
341,RP10004_968559,P10004,user_96401,差差差！垃圾产品！千万不要买！退款退款！，必买！,5,2025-07-05 20:46:48,taobao,2026-03-11 20:46:48,24,5,0.083,0.087,7,0.7,1,1,0,2026-03-11 20:47:05
342,RP10004_216861,P10004,user_20847,还可以吧，不算特别好但也不差，可以的,4,2025-04-18 20:46:48,taobao,2026-03-11 20:46:48,18,0,0.0,0.738,34,47.7,0,1,0,2026-03-11 20:47:05
343,RP10004_378294,P10004,user_91646,用了一周了，整体感觉还行吧，性价比一般，物流不错...感觉一般,4,2025-06-24 20:46:48,taobao,2026-03-11 20:46:48,31,0,0.065,0.659,98,35.7,0,1,0,2026-03-11 20:47:05
344,RP10004_438696,P10004,user_65136,收到了很满意，质量很好，物流也快；用了一周，必入,5,2026-02-22 20:46:48,taobao,2026-03-11 20:46:48,24,0,0.0,0.95,5,6.8,1,1,0,2026-03-11 20:47:05
345,RP10004_541367,P10004,user_19243,物流速度很快，产品质量很好，满意,5,2025-07-16 20:46:48,taobao,2026-03-11 20:46:48,16,0,0.0,0.661,39,1.2,1,1,0,2026-03-11 20:47:05
346,RP10004_391102,P10004,user_91968,快递给力，产品也不错，满意的一次购物～,4,2025-10-23 20:46:48,taobao,2026-03-11 20:46:48,19,0,0.0,0.515,73,24.1,0,1,0,2026-03-11 20:47:05
348,RP10004_158450,P10004,user_85649,收到了，还不错，物美价廉。..算是合格吧,5,2026-01-21 20:46:48,taobao,2026-03-11 20:46:48,21,0,0.095,0.72,38,5.3,1,1,0,2026-03-11 20:47:05
349,RP10004_249628,P10004,user_77188,用了半个月了，暂时没发现什么问题，还可以，整体还行，感觉一般,3,2025-07-22 20:46:48,taobao,2026-03-11 20:46:48,30,0,0.0,0.735,178,57.0,0,1,0,2026-03-11 20:47:05
350,RP10004_434832,P10004,user_84096,很不错，符合预期，推荐大家买～收到两天了，满意,4,2026-02-08 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.761,8,3.0,1,1,0,2026-03-11 20:47:05
351,RP10004_974189,P10004,user_97210,收到了很满意，质量很好，物流也快，不错！挺满意,4,2025-07-22 20:46:48,taobao,2026-03-11 20:46:48,23,1,0.0,0.585,1,1.9,1,1,0,2026-03-11 20:47:05
352,RP10004_555253,P10004,user_72994,质量很好，物流很快，包装完好，满意，值得购买,5,2025-04-15 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.0,0.72,13,2.4,1,1,0,2026-03-11 20:47:05
353,RP10004_841832,P10004,user_37002,不错不错不错不错不错不错不错不错不错不错 到手一周～～～，可以的,5,2026-02-23 20:46:48,taobao,2026-03-11 20:46:48,32,0,0.062,0.922,10,1.2,1,1,0,2026-03-11 20:47:05
354,RP10004_747121,P10004,user_63844,很不错的产品，使用很满意，推荐给大家，好评，基本满意,5,2025-08-11 20:46:48,taobao,2026-03-11 20:46:48,26,0,0.0,0.553,43,6.9,1,1,0,2026-03-11 20:47:05
355,RP10004_665313,P10004,user_75810,整体感觉很好，质量也行，推荐大家购买，不错,5,2025-11-16 20:46:48,taobao,2026-03-11 20:46:48,21,0,0.0,0.687,46,7.9,1,1,0,2026-03-11 20:47:05
356,RP10004_537606,P10004,user_51910,挺好的一款产品，值得入手购买 用了半个月，好评,5,2025-12-24 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.81,43,6.3,1,1,0,2026-03-11 20:47:05
357,RP10004_838634,P10004,user_57707,哇塞！收到就惊呆了！质量超级好！推荐推荐推荐！！。物美价廉,5,2025-08-31 20:46:48,taobao,2026-03-11 20:46:48,29,5,0.034,0.958,12,1.2,1,1,0,2026-03-11 20:47:05
358,RP10004_335294,P10004,user_56399,客服态度很好，回复速度也快,5,2025-11-29 20:46:48,taobao,2026-03-11 20:46:48,14,0,0.0,0.331,126,9.0,0,1,0,2026-03-11 20:47:05
359,RP10004_650975,P10004,user_39979,还行吧，中规中矩，没有太多惊喜也没有失望，买了三天了，比较满意,4,2025-09-04 20:46:48,taobao,2026-03-11 20:46:48,31,0,0.0,0.514,122,6.3,0,1,0,2026-03-11 20:47:05
361,RP10004_365208,P10004,user_33044,非常好，质量很好，物流也快，全五星，好评。算是合格吧,5,2025-12-15 20:46:48,taobao,2026-03-11 20:46:48,26,0,0.0,0.58,8,7.4,1,1,0,2026-03-11 20:47:05
363,RP10004_822479,P10004,user_47647,质量非常好非常好，强烈推荐强烈推荐，五星好评！！！买了三天了!!!,5,2025-06-19 20:46:48,taobao,2026-03-11 20:46:48,34,6,0.118,0.129,8,0.2,1,1,0,2026-03-11 20:47:05
364,RP10004_346590,P10004,user_41798,这个颜色很正，实物和图片差不多，下次再来,3,2026-02-27 20:46:48,taobao,2026-03-11 20:46:48,20,0,0.0,0.409,145,30.4,0,1,0,2026-03-11 20:47:05
365,RP10004_301471,P10004,user_10509,这是我买过最好的东西了真的特别好用推荐大家购买物流也很快包装也很好客服态度也不错全五星好评,5,2026-01-19 20:46:48,taobao,2026-03-11 20:46:48,45,0,0.0,0.949,11,0.1,1,1,0,2026-03-11 20:47:05
366,RP10004_995515,P10004,user_72506,外观好看，手感不错，就是有点重，总的来说还行；可以的,4,2025-09-20 20:46:48,taobao,2026-03-11 20:46:48,26,0,0.0,0.468,82,49.5,0,1,0,2026-03-11 20:47:05
367,RP10004_922918,P10004,user_55152,收到了很满意，质量很好，物流也快～收到两天了，不错...值得,5,2025-07-25 20:46:48,taobao,2026-03-11 20:46:48,30,0,0.067,0.718,32,6.7,1,1,0,2026-03-11 20:47:05
368,RP10004_504633,P10004,user_72628,女朋友很喜欢，说比专柜便宜不少,3,2025-11-26 20:46:48,taobao,2026-03-11 20:46:48,16,0,0.0,0.623,181,59.1,0,1,0,2026-03-11 20:47:05
369,RP10004_228792,P10004,user_43755,产品和描述基本一致，做工还行，好评，物流不错,3,2025-11-22 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.0,0.749,45,7.9,0,1,0,2026-03-11 20:47:05
370,RP10004_406406,P10004,user_84014,性价比挺高的，比之前买的那个好用，够用了,4,2025-12-09 20:46:48,taobao,2026-03-11 20:46:48,20,0,0.0,0.543,34,44.6,0,1,0,2026-03-11 20:47:05
371,RP10004_894560,P10004,user_32447,第一次买这个牌子，感觉还行，观望中，整体还行,5,2025-08-02 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.0,0.498,185,39.6,0,1,0,2026-03-11 20:47:05
372,RP10004_147215,P10004,user_10984,产品非常好用非常满意非常推荐非常喜欢非常棒～～～！整体还行,1,2025-08-11 20:46:48,taobao,2026-03-11 20:46:48,29,1,0.069,0.995,9,0.3,1,1,0,2026-03-11 20:47:05
373,RP10004_533616,P10004,user_78965,外观好看，手感不错，就是有点重，不错,3,2025-10-21 20:46:48,taobao,2026-03-11 20:46:48,18,0,0.0,0.532,180,46.6,0,1,0,2026-03-11 20:47:05
374,RP10004_606435,P10004,user_53384,等了三天到的，包装完好，产品没问题，不错！满意,3,2025-03-31 20:46:48,taobao,2026-03-11 20:46:48,23,1,0.0,0.177,129,27.4,0,1,0,2026-03-11 20:47:05
375,RP10004_372751,P10004,user_52765,大小合适，颜色也好看，满意，够用了，感觉一般,5,2025-04-19 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.0,0.736,47,39.4,0,1,0,2026-03-11 20:47:05
376,RP10004_143821,P10004,user_37142,物流很快，第二天就到了，好评,5,2025-10-31 20:46:48,taobao,2026-03-11 20:46:48,14,0,0.0,0.741,46,39.5,0,1,0,2026-03-11 20:47:05
377,RP10004_654191,P10004,user_32457,哇塞！收到就惊呆了！质量超级好！推荐推荐推荐！！～性价比高,1,2025-05-13 20:46:48,taobao,2026-03-11 20:46:48,29,5,0.034,0.995,8,0.6,1,1,0,2026-03-11 20:47:05
378,RP10004_571394,P10004,user_43873,收到了，质量很好，满意好评；用了两天，回购了；物美价廉,4,2025-05-17 20:46:48,taobao,2026-03-11 20:46:48,27,0,0.0,0.579,46,7.4,1,1,0,2026-03-11 20:47:05
379,RP10004_857024,P10004,user_56894,商品质量一般，这个价格也算可以了...用了一周，整体还行；挺满意,4,2025-05-10 20:46:48,taobao,2026-03-11 20:46:48,32,0,0.062,0.727,184,40.6,0,1,0,2026-03-11 20:47:05
380,RP10004_226443,P10004,user_31394,质量很好，物流很快，包装完好，满意...收到两天了，值得购买,4,2025-05-17 20:46:48,taobao,2026-03-11 20:46:48,30,0,0.067,0.693,9,7.8,1,1,0,2026-03-11 20:47:05
381,RP10004_511150,P10004,user_63330,味道有点大，放了两天就好了，整体还行；总体OK,4,2025-12-21 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.528,193,10.0,0,1,0,2026-03-11 20:47:05
382,RP10004_861930,P10004,user_93609,这个产品质量还行，用了几天感觉不错，物流也挺快的。用了三天，好评,4,2025-05-11 20:46:48,taobao,2026-03-11 20:46:48,32,0,0.0,0.69,143,56.9,0,1,0,2026-03-11 20:47:05
383,RP10004_515775,P10004,user_89121,还可以吧，不算特别好但也不差。,5,2025-07-12 20:46:48,taobao,2026-03-11 20:46:48,15,0,0.0,0.523,69,15.9,0,1,0,2026-03-11 20:47:05
384,RP10004_230375,P10004,user_76160,整体感觉很好，质量也行，推荐大家购买，必入,4,2025-05-27 20:46:48,taobao,2026-03-11 20:46:48,21,0,0.0,0.774,37,0.3,1,1,0,2026-03-11 20:47:05
385,RP10004_192160,P10004,user_86254,必须给满分！这个产品简直无敌了！大家快来买！ 刚收到...物美价廉,5,2026-02-27 20:46:48,taobao,2026-03-11 20:46:48,33,3,0.061,0.899,4,1.4,1,1,0,2026-03-11 20:47:05
386,RP10004_789238,P10004,user_25802,第二次购买了，质量稳定，推荐给朋友了，下次再来,4,2026-01-06 20:46:48,taobao,2026-03-11 20:46:48,23,0,0.0,0.516,77,5.8,0,1,0,2026-03-11 20:47:05
387,RP10004_108057,P10004,user_96789,配送速度快，东西也还行，满意，推荐,3,2026-01-15 20:46:48,taobao,2026-03-11 20:46:48,17,0,0.0,0.598,70,18.9,0,1,0,2026-03-11 20:47:05
388,RP10004_423579,P10004,user_11709,真的太好用了吧！！！后悔没有早点买！！！全五星！..入手半月!!!还会回购,5,2025-03-21 20:46:48,taobao,2026-03-11 20:46:48,41,10,0.244,0.911,13,0.4,1,1,0,2026-03-11 20:47:05
389,RP10004_666392,P10004,user_57074,女朋友很喜欢，说比专柜便宜不少，收到两天了，挺实用,3,2025-10-19 20:46:48,taobao,2026-03-11 20:46:48,25,0,0.0,0.587,159,30.2,0,1,0,2026-03-11 20:47:05
390,RP10004_119559,P10004,user_94121,好好好好好好好好好好！强烈推荐大家购买！！！必买！，还会回购,1,2025-05-29 20:46:48,taobao,2026-03-11 20:46:48,31,5,0.355,0.064,10,1.4,1,1,0,2026-03-11 20:47:05
391,RP10004_957526,P10004,user_22465,比预期的要好，挺惊喜的，整体还行，值得,5,2025-03-20 20:46:48,taobao,2026-03-11 20:46:48,19,0,0.0,0.635,129,25.1,0,1,0,2026-03-11 20:47:05
392,RP10004_262460,P10004,user_56155,有点色差，但是质量还行，整体还行～好评,4,2026-01-07 20:46:48,taobao,2026-03-11 20:46:48,19,0,0.0,0.554,173,59.4,0,1,0,2026-03-11 20:47:05
393,RP10004_441090,P10004,user_52885,质量很好，物流很快，包装完好，满意，值得购买...比想象中好,4,2025-03-26 20:46:48,taobao,2026-03-11 20:46:48,30,0,0.067,0.743,3,4.0,1,1,0,2026-03-11 20:47:05
394,RP10004_191676,P10004,user_87522,第三次回购了，一如既往的好...,5,2026-01-01 20:46:48,taobao,2026-03-11 20:46:48,16,0,0.125,0.367,130,52.3,0,1,0,2026-03-11 20:47:05
395,RP10004_443371,P10004,user_71951,真的太好用了吧！！！后悔没有早点买！！！全五星！，五星！,5,2025-10-08 20:46:48,taobao,2026-03-11 20:46:48,28,8,0.143,0.095,4,0.1,1,1,0,2026-03-11 20:47:05
396,RP10004_746595,P10004,user_81362,默认好评默认好评默认好评默认好评默认好评...用了两天，五星！,1,2025-05-23 20:46:48,taobao,2026-03-11 20:46:48,31,1,0.065,0.967,11,0.4,1,1,0,2026-03-11 20:47:05
397,RP10004_434759,P10004,user_26794,价格合理，质量过关，推荐入手，满意...满意,4,2025-04-20 20:46:48,taobao,2026-03-11 20:46:48,22,0,0.091,0.709,5,0.2,1,1,0,2026-03-11 20:47:05
398,RP10004_896014,P10004,user_98931,总体来说还是不错的，推荐购买，用了两天，下次再来，推荐,4,2025-11-03 20:46:48,taobao,2026-03-11 20:46:48,27,0,0.0,0.527,42,31.8,0,1,0,2026-03-11 20:47:05
399,RP10004_918382,P10004,user_26738,千万别买！上当受骗！垃圾垃圾垃圾！，太好了；性价比高,5,2026-02-10 20:46:48,taobao,2026-03-11 20:46:48,26,3,0.0,0.9,5,1.2,1,1,0,2026-03-11 20:47:05
400,RP10004_124937,P10004,user_12669,整体感觉很好，质量也行，推荐大家购买，推荐,5,2026-02-21 20:46:48,taobao,2026-03-11 20:46:48,21,0,0.0,0.735,37,3.1,1,1,0,2026-03-11 20:47:05
401,RP10005_162856,P10005,user_60576,产品非常好用非常满意非常推荐非常喜欢非常棒，绝了,5,2025-04-22 20:46:49,taobao,2026-03-11 20:46:49,24,0,0.0,0.915,4,0.4,1,1,0,2026-03-11 20:47:05
402,RP10005_158898,P10005,user_86954,性价比挺高的，比之前买的那个好用；用了三天，推荐～推荐,3,2025-08-11 20:46:49,taobao,2026-03-11 20:46:49,27,0,0.0,0.628,41,7.0,0,1,0,2026-03-11 20:47:05
403,RP10005_353427,P10005,user_90065,完美完美完美！简直太完美了！必须五星好评！，绝了,5,2026-01-25 20:46:49,taobao,2026-03-11 20:46:49,24,3,0.0,0.973,11,1.0,1,1,0,2026-03-11 20:47:05
404,RP10005_311109,P10005,user_43832,假货假货假货！千万不要买这个店的东西！！，比想象中好,1,2026-01-25 20:46:49,taobao,2026-03-11 20:46:49,26,3,0.038,0.129,10,1.0,1,1,0,2026-03-11 20:47:05
405,RP10005_258976,P10005,user_57255,这个颜色很正，实物和图片差不多，还会回购,4,2025-09-19 20:46:49,taobao,2026-03-11 20:46:49,20,0,0.0,0.561,199,34.1,0,1,0,2026-03-11 20:47:05
406,RP10005_810445,P10005,user_26844,太差了！完全就是骗人的！大家别上当！！,5,2025-10-03 20:46:49,taobao,2026-03-11 20:46:49,19,4,0.053,0.12,10,0.9,1,1,0,2026-03-11 20:47:05
407,RP10005_927415,P10005,user_13763,收到了很满意，质量很好，物流也快,4,2026-01-24 20:46:49,taobao,2026-03-11 20:46:49,16,0,0.0,0.751,22,5.4,1,1,0,2026-03-11 20:47:05
408,RP10005_499949,P10005,user_95314,有点色差，但是质量还行，不错～挺满意,3,2025-09-05 20:46:49,taobao,2026-03-11 20:46:49,18,0,0.0,0.506,27,9.1,0,1,0,2026-03-11 20:47:05
409,RP10005_450197,P10005,user_38256,价格合理，质量过关，推荐入手～用了两天，满意，符合预期,5,2025-04-23 20:46:49,taobao,2026-03-11 20:46:49,27,0,0.0,0.752,24,0.2,1,1,0,2026-03-11 20:47:05
411,RP10005_212108,P10005,user_12796,整体还行，就是说明书写得不太清楚，用了半个月，推荐,4,2025-07-25 20:46:49,taobao,2026-03-11 20:46:49,25,0,0.0,0.402,48,12.7,0,1,0,2026-03-11 20:47:05
412,RP10005_621253,P10005,user_58849,东西不错，跟描述一样，好评，推荐,4,2025-11-10 20:46:49,taobao,2026-03-11 20:46:49,16,0,0.0,0.774,27,4.7,1,1,0,2026-03-11 20:47:05
413,RP10005_260289,P10005,user_10213,物流快，质量好，价格便宜，好评，不错，符合预期,4,2025-06-02 20:46:49,taobao,2026-03-11 20:46:49,23,0,0.0,0.704,23,3.5,1,1,0,2026-03-11 20:47:05
414,RP10005_578959,P10005,user_93268,质量非常好非常好，强烈推荐强烈推荐，五星好评！！！强烈推荐！～值得,1,2025-05-15 20:46:49,taobao,2026-03-11 20:46:49,34,4,0.059,0.033,5,0.4,1,1,0,2026-03-11 20:47:05
415,RP10005_152955,P10005,user_72074,哇塞！收到就惊呆了！质量超级好！推荐推荐推荐！～用了三天，强烈推荐！,5,2025-05-20 20:46:49,taobao,2026-03-11 20:46:49,34,5,0.0,0.036,8,1.4,1,1,0,2026-03-11 20:47:05
416,RP10005_759348,P10005,user_39694,第一次买这个牌子，感觉还行，观望中 买了三天了，比较满意，好评,5,2025-11-21 20:46:49,taobao,2026-03-11 20:46:49,31,0,0.0,0.71,84,27.8,0,1,0,2026-03-11 20:47:05
417,RP10005_358820,P10005,user_93594,太赞了太赞了！物超所值！买它买它买它！。用了一个月！,5,2025-06-13 20:46:49,taobao,2026-03-11 20:46:49,26,4,0.0,0.98,2,0.4,1,1,0,2026-03-11 20:47:05
418,RP10005_391231,P10005,user_37894,必须给满分！这个产品简直无敌了！大家快来买！！！,1,2025-06-26 20:46:49,taobao,2026-03-11 20:46:49,25,6,0.12,0.989,11,1.3,1,1,0,2026-03-11 20:47:05
419,RP10005_667151,P10005,user_11620,产品和描述基本一致，做工还行，好评，用了一个月，挺实用,3,2026-02-03 20:46:49,taobao,2026-03-11 20:46:49,27,0,0.0,0.294,123,23.3,0,1,0,2026-03-11 20:47:05
420,RP10005_530322,P10005,user_66543,味道有点大，放了两天就好了！用了一周，物流不错,4,2025-09-23 20:46:49,taobao,2026-03-11 20:46:49,23,1,0.0,0.575,61,5.3,0,1,0,2026-03-11 20:47:05
421,RP10005_843297,P10005,user_69694,这个颜色很正，实物和图片差不多,3,2025-08-06 20:46:49,taobao,2026-03-11 20:46:49,16,0,0.0,0.485,51,24.7,0,1,0,2026-03-11 20:47:05
422,RP10005_325842,P10005,user_10241,好评好评好评好评好评好评好评好评好评好评，绝了,5,2025-07-08 20:46:49,taobao,2026-03-11 20:46:49,23,0,0.0,0.947,5,0.6,1,1,0,2026-03-11 20:47:05
423,RP10005_952141,P10005,user_12455,东西还可以，就是物流太慢了，等了好久才到，总的来说还行！比想象中好,4,2025-09-09 20:46:49,taobao,2026-03-11 20:46:49,33,1,0.0,0.447,23,29.8,0,1,0,2026-03-11 20:47:05
424,RP10005_732934,P10005,user_50709,材质摸着挺好的，尺寸也合适，满意，整体还行...比想象中好,5,2025-11-14 20:46:49,taobao,2026-03-11 20:46:49,29,0,0.069,0.573,9,21.2,0,1,0,2026-03-11 20:47:05
425,RP10005_986711,P10005,user_39867,产品不错，性价比高，推荐购买，值得购买。整体还行,5,2025-05-20 20:46:49,taobao,2026-03-11 20:46:49,24,0,0.0,0.795,50,5.7,1,1,0,2026-03-11 20:47:05
426,RP10005_835437,P10005,user_72677,太赞了太赞了！物超所值！买它买它买它！，必买！；大体满意,5,2025-04-16 20:46:49,taobao,2026-03-11 20:46:49,28,4,0.0,0.107,6,0.1,1,1,0,2026-03-11 20:47:05
427,RP10005_116220,P10005,user_24939,收到了，还不错，物美价廉～入手半月，必入～总体OK,4,2025-07-08 20:46:49,taobao,2026-03-11 20:46:49,25,0,0.0,0.815,2,6.5,1,1,0,2026-03-11 20:47:05
428,RP10005_333913,P10005,user_30973,这是我买过最好的东西了真的特别好用推荐大家购买物流也很快包装也很好客服态度也不错全五星好评，无敌了。物美价廉,5,2025-08-27 20:46:49,taobao,2026-03-11 20:46:49,54,0,0.0,0.93,9,1.1,1,1,0,2026-03-11 20:47:05
429,RP10005_199527,P10005,user_75673,第二次购买了，质量稳定，推荐给朋友了～,3,2025-09-30 20:46:49,taobao,2026-03-11 20:46:49,19,0,0.0,0.492,144,5.2,0,1,0,2026-03-11 20:47:05
430,RP10005_633803,P10005,user_98824,用了几天感觉还好，没什么大问题，好评,4,2025-10-25 20:46:49,taobao,2026-03-11 20:46:49,18,0,0.0,0.696,76,41.8,0,1,0,2026-03-11 20:47:05
431,RP10005_315824,P10005,user_98788,垃圾中的垃圾！从来没买过这么差的东西！,1,2025-06-23 20:46:49,taobao,2026-03-11 20:46:49,19,2,0.0,0.913,8,0.3,1,1,0,2026-03-11 20:47:05
432,RP10005_514617,P10005,user_44608,味道有点大，放了两天就好了，收到两天了，还会回购。值得,5,2025-11-17 20:46:49,taobao,2026-03-11 20:46:49,27,0,0.0,0.595,119,31.9,0,1,0,2026-03-11 20:47:05
433,RP10005_605100,P10005,user_86449,质量非常好非常好，强烈推荐强烈推荐，五星好评！！！～～～,5,2025-12-10 20:46:49,taobao,2026-03-11 20:46:49,28,3,0.143,0.02,2,1.1,1,1,0,2026-03-11 20:47:05
434,RP10005_208264,P10005,user_22685,价格实惠，质量过得去，下次继续，刚收到，总的来说还行,4,2025-11-03 20:46:49,taobao,2026-03-11 20:46:49,26,0,0.0,0.411,196,40.7,0,1,0,2026-03-11 20:47:05
435,RP10005_481460,P10005,user_81164,默认好评默认好评默认好评默认好评默认好评，强烈推荐！,5,2026-01-09 20:46:49,taobao,2026-03-11 20:46:49,26,1,0.0,0.969,4,0.1,1,1,0,2026-03-11 20:47:05
436,RP10005_797657,P10005,user_74521,好好好好好好好好好好！强烈推荐大家购买！！！刚收到！！！,5,2025-05-31 20:46:49,taobao,2026-03-11 20:46:49,29,8,0.483,0.039,15,1.1,1,1,0,2026-03-11 20:47:05
437,RP10005_423820,P10005,user_91655,好评好评好评好评好评好评好评好评好评好评，五星！！推荐,5,2026-02-07 20:46:49,taobao,2026-03-11 20:46:49,27,2,0.037,0.915,11,1.0,1,1,0,2026-03-11 20:47:05
438,RP10005_519849,P10005,user_18678,用了半个月了，暂时没发现什么问题，还可以,5,2025-11-24 20:46:49,taobao,2026-03-11 20:46:49,20,0,0.0,0.468,44,41.1,0,1,0,2026-03-11 20:47:05
439,RP10005_133550,P10005,user_76484,商品质量一般，这个价格也算可以了 用了两天，比较满意，挺好,3,2026-01-04 20:46:49,taobao,2026-03-11 20:46:49,29,0,0.0,0.418,173,13.6,0,1,0,2026-03-11 20:47:05
440,RP10005_358232,P10005,user_90201,总体来说还是不错的，推荐购买，比较满意。挺好,4,2025-05-19 20:46:49,taobao,2026-03-11 20:46:49,22,0,0.0,0.581,182,36.8,0,1,0,2026-03-11 20:47:05
441,RP10005_252463,P10005,user_90022,第一次买这个牌子，感觉还行，观望中，整体还行 中规中矩,5,2025-04-29 20:46:49,taobao,2026-03-11 20:46:49,27,0,0.0,0.688,153,34.7,0,1,0,2026-03-11 20:47:05
442,RP10005_290748,P10005,user_69403,快递给力，产品也不错，满意的一次购物 收到两天了，比较满意！挺满意,3,2025-04-07 20:46:49,taobao,2026-03-11 20:46:49,33,1,0.0,0.545,60,34.0,0,1,0,2026-03-11 20:47:05
443,RP10005_104982,P10005,user_64798,很好用，质量也不错，推荐，值得购买,4,2025-04-21 20:46:49,taobao,2026-03-11 20:46:49,17,0,0.0,0.682,43,1.2,1,1,0,2026-03-11 20:47:05
444,RP10005_616354,P10005,user_28490,和朋友买的一样，质量确实不错，挺实用,4,2025-07-16 20:46:49,taobao,2026-03-11 20:46:49,18,0,0.0,0.867,194,56.6,0,1,0,2026-03-11 20:47:05
445,RP10005_952720,P10005,user_92679,质量很好，做工精细，值这个价格，好评；比想象中好,5,2025-09-10 20:46:49,taobao,2026-03-11 20:46:49,24,0,0.0,0.485,198,3.0,0,1,0,2026-03-11 20:47:05
